Hẹp động mạch thận phải có tiến hành hiến thận được không ?	disease* Hẹp động mạch thận *disease phải có tiến hành procedure* hiến thận *procedure được không ?
Xét nghiệm Beta kết quả 25055 nhưng siêu âm chưa thấy tim thai và phôi thai là do đâu ?	procedure* Xét nghiệm Beta *procedure kết quả 25055 nhưng procedure* siêu âm *procedure chưa thấy tim thai và phôi thai là do đâu ?
Đau tức vùng thượng vị kèm theo khó thở có phải dấu hiệu bệnh trào ngược dạ dày ?	disease* Đau tức vùng thượng vị *disease kèm theo disease* khó thở *disease có phải dấu hiệu bệnh disease* trào ngược dạ dày *disease ?
Polyp ở thực quản nên điều trị thế nào ?	disease* Polyp ở thực quản *disease nên điều trị thế nào ?
Bệnh cầu cơ mạch vành có phải bệnh nguy hiểm không ?	disease* Bệnh cầu cơ mạch vành *disease có phải bệnh nguy hiểm không ?
Barrett thực quản ngắn có nguy cơ ung thư nguy hiểm không ?	disease* Barrett thực quản ngắn *disease có nguy cơ disease* ung thư *disease nguy hiểm không ?
Thông tuyến lệ gây chảy máu mắt ở trẻ có nguy hiểm không ?	disease* Thông tuyến lệ *disease gây disease* chảy máu mắt *disease ở trẻ có nguy hiểm không ?
Mắt bị lác do chơi điện thoại sai tư thế có chữa khỏi được không ?	disease* Mắt bị lác do chơi điện thoại sai tư thế *disease có chữa khỏi được không ?
Đau khớp mặt và thái dương kèm ù tai , cơ hàm nhức có phải do rối loạn khớp cơ hàm không ?	disease* Đau khớp mặt và thái dương *disease kèm disease* ù tai *disease , disease* cơ hàm nhức *disease có phải do disease* rối loạn khớp cơ hàm *disease không ?
Huyết áp 160/100 mmHg có cần điều trị không ?	Huyết áp 160/100 mmHg có cần điều trị không ?
Thai liên tiếp bị ngừng phát triển ở tuần thứ 8 thì có thể điều trị để mang thai nữa không ?	disease* Thai liên tiếp bị ngừng phát triển *disease ở tuần thứ 8 thì có thể điều trị để disease* mang thai *disease nữa không ?
Có cảm giác no bụng và thường tiêu chảy sau khi ăn là biểu hiện bệnh gì ?	Có cảm giác no bụng và thường disease* tiêu chảy *disease sau khi ăn là biểu hiện bệnh gì ?
Bị ù tai kéo dài 5 ngày nhưng không có dịch , không đau nhức là bị làm sao ?	Bị disease* ù tai kéo dài *disease 5 ngày nhưng disease* không có dịch *disease , disease* không đau nhức *disease là bị làm sao ?
Đau bụng dưới kèm chảy máu khi quan hệ là dấu hiệu bệnh gì ?	disease* Đau bụng dưới *disease kèm disease* chảy máu khi quan hệ *disease là dấu hiệu bệnh gì ?
Hoa mắt chóng mặt sau điều trị tụ máu não có sao không ?	disease* Hoa mắt *disease disease* chóng mặt *disease sau điều trị disease* tụ máu não *disease có sao không ?
Trẻ đi ngoài phân nhầy có mùi tanh là dấu hiệu của bệnh gì ?	Trẻ disease* đi ngoài phân nhầy có mùi tanh *disease là dấu hiệu của bệnh gì ?
Có cần sử dụng xét nghiệm Double Test và Triple Test khi đăng ký thai sản trọn gói ở Vinmec không ?	Có cần sử dụng procedure* xét nghiệm Double Test *procedure và procedure* Triple Test *procedure khi đăng ký thai sản trọn gói ở Vinmec không ?
Trẻ hay đau ngực có nguyên nhân do đâu ?	Trẻ hay disease* đau ngực *disease có nguyên nhân do đâu ?
Trẻ dậy thì sớm có thể tiêm hormone tăng trưởng không ?	Trẻ disease* dậy thì sớm *disease có thể procedure* tiêm hormone tăng trưởng *procedure không ?
Gãy xương hàm mặt kéo dài không điều trị có nguy hiểm không ?	disease* Gãy xương hàm mặt *disease kéo dài không điều trị có nguy hiểm không ?
Mất ngủ , đau họng , sốt , ngứa khi bị thuỷ đậu là do thuốc hay do giai đoạn của bệnh ?	disease* Mất ngủ *disease , disease* đau họng *disease , disease* sốt *disease , disease* ngứa disease* *disease khi bị thuỷ đậu disease* *disease *disease là do thuốc hay do giai đoạn của bệnh ?
Thưa bác sĩ , các triệu chứng lâm sàng của bệnh sỏi thận là gì ạ ?	Thưa bác sĩ , các triệu chứng lâm sàng của bệnh disease* sỏi thận *disease là gì ạ ?
Nữ 25 tuổi tiền sử rối loạn kinh nguyệt có tiêm vắc-xin HPV được không ?	Nữ 25 tuổi tiền sử disease* rối loạn kinh nguyệt *disease có procedure* tiêm *procedure drug* vắc-xin *drug disease* HPV *disease được không ?
Đau thượng vị âm ỉ vào ban ngày , đến buổi tối đau dữ dội là bị bệnh gì ?	disease* Đau thượng vị âm ỉ *disease vào ban ngày , đến buổi tối disease* đau dữ dội *disease là bị bệnh gì ?
Test hơi thở dương tính với vi khuẩn HP c= 0219 có nghĩa là sao ?	procedure* Test hơi thở *procedure dương tính với vi khuẩn HP c= 0219 có nghĩa là sao ?
Đau đầu , chân tay bị run kèm người mệt mỏi là dấu hiệu bệnh gì ?	disease* Đau đầu *disease , disease* chân tay bị run *disease kèm disease* người mệt mỏi *disease là dấu hiệu bệnh gì ?
Bị viêm gan B có sử dụng thực phẩm bổ sung estrogen được không ?	Bị disease* viêm gan B *disease có sử dụng thực phẩm bổ sung estrogen được không ?
Nhức ót , chóng mặt là dấu hiệu bệnh gì ?	disease* Nhức ót *disease , disease* chóng mặt *disease là dấu hiệu bệnh gì ?
Táo bón kéo dài , cơ thể mệt mỏi đi ngoài phân vón cục như phân dê sau dùng kháng sinh	disease* Táo bón *disease kéo dài , cơ thể mệt mỏi disease* đi ngoài phân vón cục *disease như phân dê sau dùng kháng sinh
Phương pháp tự lột bao quy đầu	procedure* Phương pháp tự lột *procedure bao quy đầu
Hỏi đáp : Điều trị đột quỵ , xuất huyết não không khỏi nên uống thuốc gì ?	Hỏi đáp : Điều trị disease* đột quỵ *disease , disease* xuất huyết não *disease không khỏi nên uống thuốc gì ?
Điều trị viêm tai ngoài có ảnh hưởng đến sữa mẹ ?	Điều trị disease* viêm tai ngoài *disease có ảnh hưởng đến sữa mẹ ?
Viêm màng não có chữa được không ?	disease* Viêm màng não *disease có chữa được không ?
Viêm tuyến giáp mãn tính nên điều trị như thế nào ?	disease* Viêm tuyến giáp mãn tính *disease nên điều trị như thế nào ?
Có thể tiêm vắc-xin cúm và viêm gan A cùng thời điểm được không ?	Có thể procedure* tiêm vắc-xin *procedure disease* cúm *disease và disease* viêm gan A *disease cùng thời điểm được không ?
Sốt nhẹ , sổ mũi , chảy mồ hôi sau quan hệ tình dục có phải dấu hiệu nhiễm HIV không ?	disease* Sốt nhẹ *disease , disease* sổ mũi *disease , disease* chảy mồ hôi *disease sau quan hệ tình dục có phải dấu hiệu disease* nhiễm HIV *disease không ?
Hiện tượng tim đập nhanh , hồi hộp ở tuổi thiếu niên cảnh báo bệnh gì ?	Hiện tượng disease* tim đập nhanh *disease , disease* hồi hộp *disease ở tuổi thiếu niên cảnh báo bệnh gì ?
Bị viêm họng khi mang thai có thể uống thuốc gì ?	Bị disease* viêm họng *disease khi mang thai có thể uống thuốc gì ?
Răng khôn đã mọc có nên nhổ không ?	disease* Răng khôn đã mọc *disease có nên procedure* nhổ *procedure không ?
Trẻ 7 tuổi thường xuyên bị ho , ợ hơi , ợ nhầy có nguy hiểm không ?	Trẻ 7 tuổi thường xuyên bị disease* ho *disease , disease* ợ hơi *disease , disease* ợ nhầy *disease có nguy hiểm không ?
Làm gì khi bị khó ngủ lâu năm ?	Làm gì khi bị disease* khó ngủ *disease lâu năm ?
Mẹ mắc cúm A có ảnh hưởng gì tới thai nhi không ?	Mẹ mắc disease* cúm A *disease có ảnh hưởng gì tới thai nhi không ?
Đau ở tuỷ răng có nguy hiểm không ?	disease* Đau ở tuỷ răng *disease có nguy hiểm không ?
Bệnh dị dạng mạch máu tuỷ sống 3 năm có thể phẫu thuật không ?	Bệnh disease* dị dạng mạch máu tuỷ sống *disease 3 năm có thể procedure* phẫu thuật *procedure không ?
Ngứa rát hậu môn sau mỗi lần đi đại tiện có phải nứt kẽ hậu môn không ?	disease* Ngứa rát hậu môn *disease sau mỗi lần đi đại tiện có phải disease* nứt kẽ hậu môn *disease không ?
Ốm trong thời kỳ đầu mang thai có ảnh hưởng gì đến thai nhi ?	disease* Ốm *disease trong thời kỳ đầu mang thai có ảnh hưởng gì đến thai nhi ?
Tiêm insulin có gây chảy máu cam không ?	procedure* Tiêm *procedure drug* insulin *drug có gây disease* chảy máu cam *disease không ?
Sinh thiết gan để phát hiện bệnh lý gì ?	procedure* Sinh thiết gan *procedure để phát hiện bệnh lý gì ?
Bị dị ứng kéo dài không rõ nguyên nhân có khả năng chữa tận gốc không ?	Bị disease* dị ứng *disease kéo dài không rõ nguyên nhân có khả năng chữa tận gốc không ?
Điều trị suy tim ở trẻ em như thế nào ?	Điều trị disease* suy tim *disease ở trẻ em như thế nào ?
Đứt dây hãm bao quy đầu liệu có bệnh gì không ?	disease* Đứt dây hãm bao quy *disease đầu liệu có bệnh gì không ?
Bé 7 tháng chưa ngồi được , cổ yếu có đáng lo ngại không ?	Bé 7 tháng disease* chưa ngồi được *disease , disease* cổ yếu *disease có đáng lo ngại không ?
Điều trị mất ngủ lâu năm như thế nào ?	Điều trị disease* mất ngủ *disease lâu năm như thế nào ?
Tiêm phế cầu có khiến trẻ bị sốt không ?	procedure* Tiêm phế cầu *procedure có khiến trẻ bị disease* sốt *disease không ?
Tim thường đập nhanh quá nguy hiểm không ?	disease* Tim thường đập nhanh *disease quá nguy hiểm không ?
Bị bỏng bô nên bôi thuốc gì cho mau lành ?	Bị disease* bỏng bô *disease nên bôi thuốc gì cho mau lành ?
Thai lưu bao lâu thì nên có thai lại ?	disease* Thai lưu *disease bao lâu thì nên disease* có thai *disease lại ?
Đang uống thuốc Parlodel có thể dùng thuốc tránh thai khẩn cấp không ?	Đang uống drug* thuốc Parlodel *drug có thể dùng drug* thuốc tránh thai khẩn cấp *drug không ?
Quên uống thuốc tránh thai hàng ngày có sao không ?	Quên uống drug* thuốc tránh thai *drug hàng ngày có sao không ?
Sau mũi tiêm thuốc ngừa thai đầu tiên bao lâu có thai ?	Sau mũi procedure* tiêm thuốc ngừa thai đầu tiên *procedure bao lâu có thai ?
Sụt sịt mũi , hay ho và nôn dịch trong suốt là dấu hiệu của bệnh trào ngược dạ dày thực quản ở trẻ sơ sinh ?	disease* Sụt sịt mũi *disease , disease* hay ho *disease và disease* nôn dịch trong suốt *disease là dấu hiệu của bệnh disease* trào ngược dạ dày thực quản *disease ở trẻ sơ sinh ?
Sau chuyển phôi thất bại bao lâu sẽ có kinh nguyệt trở lại ?	Sau procedure* chuyển phôi *procedure thất bại bao lâu sẽ có kinh nguyệt trở lại ?
Đau nhói lưng sau khi điều trị zona thần kinh liệu có đáng lo ?	disease* Đau nhói lưng *disease sau khi điều trị disease* zona thần kinh *disease liệu có đáng lo ?
Nhức mắt sau khi ngủ dậy và nhìn vào ánh sáng đèn , điện thoại có làm sao không ?	disease* Nhức mắt *disease sau khi ngủ dậy và nhìn vào ánh sáng đèn , điện thoại có làm sao không ?
Điều trị khớp cắn ngược cho trẻ 2 tuổi thế nào ?	Điều trị disease* khớp cắn ngược *disease cho trẻ 2 tuổi thế nào ?
Trẻ sốt uống thuốc không khỏi , lợi sưng đỏ rộp , miệng lở loét là dấu hiệu của bệnh gì ?	Trẻ disease* sốt *disease uống thuốc không khỏi , disease* lợi sưng đỏ rộp *disease , disease* miệng lở loét *disease là dấu hiệu của bệnh gì ?
Trẻ 8 tuổi bị hở răng hàm trên cần làm gì ?	Trẻ 8 tuổi bị disease* hở răng hàm trên *disease cần làm gì ?
Chỉ điều trị viêm răng 65 bằng thuốc có sao không ?	Chỉ điều trị disease* viêm răng *disease 65 bằng thuốc có sao không ?
Nên bổ sung thực phẩm gì khi bị trĩ nội độ 2 ?	Nên bổ sung thực phẩm gì khi bị disease* trĩ nội độ 2 *disease ?
Trẻ đau bụng quanh rốn đã dùng thuốc 3 tuần mà chưa khỏi là bị bệnh gì ?	Trẻ disease* đau bụng quanh rốn *disease đã dùng thuốc 3 tuần mà chưa khỏi là bị bệnh gì ?
Nước bọt bị chua là do đâu ?	disease* Nước bọt bị chua *disease là do đâu ?
Điều trị viêm lồi cầu ngoài xương cánh tay như thế nào ?	Điều trị disease* viêm lồi cầu *disease ngoài xương cánh tay như thế nào ?
Thai 26 tuần nặng 900gr có nhỏ không ?	Thai 26 tuần nặng 900gr có nhỏ không ?
Trẻ bị viêm phổi điều trị thế nào ?	Trẻ bị disease* viêm phổi *disease điều trị thế nào ?
Đứt đầu trên dây chằng bên ngoài và rách sụn chêm ngoài có cần điều trị ?	disease* Đứt đầu trên dây chằng bên ngoài *disease và disease* rách sụn chêm ngoài *disease có cần điều trị ?
Thưa bác sĩ , có những biện pháp nào điều trị bệnh lý động kinh ?	Thưa bác sĩ , có những biện pháp nào điều trị bệnh lý disease* động kinh *disease ?
Trẻ ngã trên giường xuống đất bị chảy máu tai có nguy hiểm không ?	Trẻ ngã trên giường xuống đất bị disease* chảy máu tai *disease có nguy hiểm không ?
Trẻ đau dạ dày , thực quản giả polyp có nguy hiểm không ?	Trẻ disease* đau dạ dày *disease , disease* thực quản giả polyp *disease có nguy hiểm không ?
Nội soi dạ dày có phải gây mê không ?	procedure* Nội soi dạ dày *procedure có phải procedure* gây mê *procedure không ?
Bệnh lùn tuyến yên ở trẻ điều trị như thế nào ?	Bệnh disease* lùn tuyến yên *disease ở trẻ điều trị như thế nào ?
Trẻ gãy răng sữa bị sâu vẫn còn chân răng chảy máu có ảnh hưởng đến răng vĩnh viễn sau này không ?	Trẻ gãy răng sữa bị sâu vẫn còn chân răng chảy máu có ảnh hưởng đến răng vĩnh viễn sau này không ?
Rối loạn cương dương và xuất tinh sớm điều trị thế nào ?	disease* Rối loạn cương dương *disease và disease* xuất tinh sớm *disease điều trị thế nào ?
Trẻ bị nhiễm trùng đường tiêu hoá uống thuốc không đỡ phải làm sao ?	Trẻ bị disease* nhiễm trùng đường tiêu hoá *disease uống thuốc không đỡ phải làm sao ?
Có kinh ngày thứ 2 và mới hút thai tháng trước có cấy que được không ?	Có kinh ngày thứ 2 và mới procedure* hút thai *procedure tháng trước có procedure* cấy que *procedure được không ?
Như thế nào là hiếm muộn ?	Như thế nào là disease* hiếm muộn *disease ?
Đau bụng kéo dài kèm theo sốt nhẹ phải làm sao ?	disease* Đau bụng *disease kéo dài kèm theo disease* sốt nhẹ *disease phải làm sao ?
Dùng thuốc tránh thai khi mang thai có ảnh hưởng đến thai nhi không ?	Dùng drug* thuốc tránh thai *drug khi mang thai có ảnh hưởng đến thai nhi không ?
Sôi bụng ở trẻ 2 tuổi có phải biểu hiện nhiễm giun không ?	disease* Sôi bụng *disease ở trẻ 2 tuổi có phải biểu hiện disease* nhiễm giun *disease không ?
Nóng lạnh bất thường , chóng mặt , buồn nôn là dấu hiệu của bệnh lý gì ?	disease* Nóng lạnh bất thường *disease , disease* chóng mặt *disease , disease* buồn nôn *disease là dấu hiệu của bệnh lý gì ?
Bệnh thoái hoá khớp gối có cần thay khớp trong điều trị không ?	Bệnh disease* thoái hoá khớp gối *disease có cần procedure* thay khớp *procedure trong điều trị không ?
Điều trị tiểu rắt ở trẻ nhưng không khỏi phải làm sao ?	Điều trị disease* tiểu rắt *disease ở trẻ nhưng không khỏi phải làm sao ?
Trẻ mắc vàng da kéo dài có sao không ?	Trẻ mắc disease* vàng da *disease kéo dài có sao không ?
Bệnh phong ngứa có biểu hiện trên những vùng kín như phần ngực không ?	Bệnh disease* phong ngứa *disease có biểu hiện trên những vùng kín như phần ngực không ?
Thường xuyên chậm kinh 4-5 tháng có đáng lo không ?	Thường xuyên disease* chậm kinh 4-5 tháng *disease có đáng lo không ?
Trẻ sinh non có nên cho ăn dặm lúc 6 tháng tuổi hay không ?	Trẻ disease* sinh non *disease có nên cho ăn dặm lúc 6 tháng tuổi hay không ?
Trẻ 5 tháng 11 ngày có dấu nghiêng đầu nên làm gì ?	Trẻ 5 tháng 11 ngày có dấu disease* nghiêng đầu *disease nên làm gì ?
Tiểu nhiều , nước tiểu đôi khi đục trắng là do đâu ?	disease* Tiểu nhiều *disease , disease* nước tiểu đôi khi đục trắng *disease là do đâu ?
Uống thuốc an thai không đỡ phải làm sao ?	Uống thuốc drug* an thai *drug không đỡ phải làm sao ?
Điều trị viêm tai dứt điểm như thế nào ?	Điều trị disease* viêm tai *disease dứt điểm như thế nào ?
Amidan sưng to , có đờm , khạc ra máu có nên đi cắt bỏ không ?	disease* Amidan sưng to *disease , disease* có đờm *disease , disease* khạc ra máu *disease có nên đi cắt bỏ không ?
Sau sinh 9 ngày bị xuất huyết âm đạo là do đâu ?	Sau sinh 9 ngày bị disease* xuất huyết âm đạo *disease là do đâu ?
Cảm giác như thức ăn không tiêu , bị vướng ở thực quản có nguy hiểm không ?	Cảm giác như disease* thức ăn không tiêu *disease , bị vướng ở thực quản có nguy hiểm không ?
Trẻ bú mẹ hoàn toàn , không đi ngoài nhiều có bị làm sao không ?	Trẻ bú mẹ hoàn toàn , disease* không đi ngoài nhiều *disease có bị làm sao không ?
Chế độ dinh dưỡng cho người mắc lupus ban đỏ hệ thống và suy thận mãn tính	Chế độ dinh dưỡng cho người mắc disease* lupus ban đỏ *disease hệ thống và disease* suy thận mãn tính *disease
Sau sinh 20 ngày , khi nhìn mặt trời là chảy nước mắt nhiều có sao không ?	Sau sinh 20 ngày , khi nhìn mặt trời là disease* chảy nước mắt nhiều *disease có sao không ?
Phẫu thuật nội soi có nhiều ưu điểm gì ?	procedure* Phẫu thuật nội soi *procedure có nhiều ưu điểm gì ?
Bé bị nổi đỏ khắp mặt khi uống sữa Meiji có phải bị dị ứng đạm bò không ?	disease* Bé bị nổi đỏ khắp mặt khi uống sữa Meiji *disease có phải bị disease* dị ứng đạm bò *disease không ?
Đã tháo vòng 4 tháng như chưa có bầu lại là do đâu ?	Đã tháo vòng 4 tháng như disease* chưa có bầu lại *disease là do đâu ?
Đau ngực không rõ nguyên nhân nên làm gì ?	disease* Đau ngực *disease không rõ nguyên nhân nên làm gì ?
Thai nhi 25 tuần nặng bao nhiêu là bình thường ?	Thai nhi 25 tuần nặng bao nhiêu là bình thường ?
Dùng oxy già sát khuẩn vết viêm da mủ trước khi thoa thuốc mỡ Supirocin 5g được không ?	Dùng drug* oxy già *drug sát khuẩn vết disease* viêm da mủ *disease trước khi thoa thuốc mỡ Supirocin 5g được không ?
Trẻ 2 tháng đi ngoài phân nhầy xanh có sao không ?	Trẻ 2 tháng disease* đi ngoài phân nhầy xanh *disease có sao không ?
Mang thai 13 tuần , xét nghiệm Rubella IgM và IgG đều dương tính có sao không ?	disease* Mang thai 13 tuần *disease , procedure* xét nghiệm Rubella IgM và IgG *procedure đều disease* dương tính *disease có sao không ?
Sỏi tiết niệu , giãn đài bể thận độ 2 , ứ đọng nước 15mm có nguy hiểm không ?	disease* Sỏi tiết niệu *disease , disease* giãn đài *disease bể thận độ 2 , disease* ứ đọng *disease nước 15mm có nguy hiểm không ?
Trẻ dị ứng đạm sữa bò không tăng cân có nên đổi sữa khác không ?	Trẻ disease* dị ứng *disease đạm sữa bò disease* không tăng cân *disease có nên đổi sữa khác không ?
Đau nhói bụng , cơ thể mệt mỏi là dấu hiệu bệnh gì ?	disease* Đau nhói bụng *disease , disease* cơ thể mệt mỏi *disease là dấu hiệu bệnh gì ?
Trào ngược dạ dày thực quản có thể điều trị bằng nghệ tươi ?	disease* Trào ngược dạ dày thực quản *disease có thể điều trị bằng nghệ tươi ?
Thuốc Cloramin B phun xong bao lâu có thể sử dụng được ?	drug* Thuốc Cloramin B *drug phun xong bao lâu có thể sử dụng được ?
Trẻ 4 tháng bú kết hợp sữa mẹ và công thức đi ngoài phân xanh liệu có đáng lo ?	Trẻ 4 tháng bú kết hợp sữa mẹ và công thức disease* đi ngoài phân xanh *disease liệu có đáng lo ?
Đau thần kinh sau zona có thể điều trị không ?	disease* Đau thần kinh *disease sau disease* zona *disease có thể điều trị không ?
Tăng Ala có gây ảnh hưởng đến sức khoẻ trẻ sơ sinh không ?	disease* Tăng Ala *disease có gây ảnh hưởng đến sức khoẻ trẻ sơ sinh không ?
Làm thế nào để khắc phục vấn đề ăn ngủ không đều đặn ở trẻ sơ sinh ?	Làm thế nào để khắc phục vấn đề disease* ăn ngủ không đều đặn *disease ở trẻ sơ sinh ?
Từng mổ thông liên thất , mang thai có ảnh hưởng đến sức khoẻ của mẹ và bé không ?	Từng procedure* mổ thông liên thất *procedure , disease* mang thai *disease có ảnh hưởng đến sức khoẻ của mẹ và bé không ?
Nghẹt mũi , đau nửa đầu lan xuống bả vai , mất ngủ là bệnh gì ?	disease* Nghẹt mũi *disease , disease* đau nửa đầu lan xuống bả vai *disease , disease* mất ngủ *disease là bệnh gì ?
Trẻ sinh non bị vàng da có nguy hiểm không ?	Trẻ sinh non bị disease* vàng da *disease có nguy hiểm không ?
Đã sử dụng thuốc sintrom uống nước dừa có sao không ?	Đã sử dụng drug* thuốc sintrom *drug uống nước dừa có sao không ?
Hỏi đáp : Trẻ 4 tháng tuổi chỉ bú 500-700 ml sữa một ngày liệu có đáng lo ?	Hỏi đáp : Trẻ 4 tháng tuổi chỉ bú 500-700 ml sữa một ngày liệu có đáng lo ?
Tức ngực trái , hoa mắt là dấu hiệu bệnh lý gì ?	disease* Tức ngực trái *disease , disease* hoa mắt *disease là dấu hiệu bệnh lý gì ?
Cách sử dụng thuốc tránh thai hàng ngày như thế nào ?	Cách sử dụng drug* thuốc tránh thai *drug hàng ngày như thế nào ?
Trẻ dùng sữa công thức bị táo bón , cần khắc phục bằng cách nào ?	Trẻ dùng sữa công thức bị disease* táo bón *disease , cần khắc phục bằng cách nào ?
Bị suy giảm chức năng thận có uống được thuốc tẩy giun không ?	Bị disease* suy giảm chức năng thận *disease có uống được drug* thuốc tẩy giun *drug không ?
Tử cung ngả sau và nang noãn xuất hiện ở buồng trứng trái có cần điều trị không ?	disease* Tử cung ngả sau *disease và disease* nang noãn *disease xuất hiện ở buồng trứng trái có cần điều trị không ?
Đau thắt bụng có phải dấu hiệu co thắt đại tràng ?	disease* Đau thắt bụng *disease có phải dấu hiệu disease* co thắt đại tràng *disease ?
Chỉ số men gan dưới mức trung bình đã phải điều trị chưa ?	Chỉ số men gan dưới mức trung bình đã phải điều trị chưa ?
Trẻ sơ sinh hơn 10 ngày không đi ngoài là dấu hiệu của táo bón ?	Trẻ sơ sinh hơn 10 ngày disease* không đi ngoài *disease là dấu hiệu của disease* táo bón *disease ?
Bé 2 tuổi sưng đỏ đầu ngón tay giữa , kèm đau và sốt nhẹ cảnh báo bệnh lý gì ?	Bé 2 tuổi disease* sưng đỏ đầu ngón tay giữa , *disease kèm disease* đau *disease và disease* sốt nhẹ *disease cảnh báo bệnh lý gì ?
Lo âu , sợ hãi , mất tập trung có phải dấu hiệu loạn thần ?	disease* Lo âu *disease , disease* sợ hãi *disease , disease* mất tập trung *disease có phải dấu hiệu disease* loạn thần *disease ?
Lao màng bụng có lây nhiễm được không ?	disease* Lao màng bụng *disease có lây nhiễm được không ?
Nôn liên tục kèm theo đau bụng là bệnh gì ?	disease* Nôn liên tục *disease kèm theo disease* đau bụng *disease là bệnh gì ?
Vết tiêm mưng mủ , nổi hạch ở cổ có ảnh hưởng gì không ?	disease* Vết tiêm mưng mủ *disease , disease* nổi hạch *disease ở cổ có ảnh hưởng gì không ?
Sổ mũi kéo dài có phải dấu hiệu của viêm xoang không ?	Sổ mũi kéo dài có phải dấu hiệu của disease* viêm xoang *disease không ?
Trẻ bị nổi mụn trắng trên đùi và dưới rốn dấu hiệu bệnh gì ?	Trẻ bị disease* nổi mụn trắng *disease trên đùi và dưới rốn dấu hiệu bệnh gì ?
Đang mang thai cần tiêm phòng những vắc-xin gì ?	Đang mang thai cần procedure* tiêm phòng *procedure những vắc-xin gì ?
Thai nhi bị u sợi thần kinh di truyền có thể điều trị được không ?	Thai nhi bị disease* u sợi thần kinh *disease di truyền có thể điều trị được không ?
Đau đầu , thái dương liệu có phải do ảnh hưởng của niềng răng ?	disease* Đau đầu *disease , disease* thái dương *disease liệu có phải do ảnh hưởng của niềng răng ?
Trẻ sơ sinh 1 tuần tuổi chưa rụng rốn , rốn chảy nước liệu có nguy hiểm ?	Trẻ sơ sinh 1 tuần tuổi disease* chưa rụng rốn *disease , disease* rốn chảy nước *disease liệu có nguy hiểm ?
Bé bị bệnh nặng hay nhẹ nếu kết quả xét nghiệm G6PD là 0.3 ?	Bé bị bệnh nặng hay nhẹ nếu kết quả procedure* xét nghiệm G6PD *procedure là 0.3 ?
Vết tiêm lao mưng mủ , trẻ thường xuyên quấy khóc có làm sao không ?	disease* Vết tiêm lao mưng mủ *disease , trẻ thường xuyên disease* quấy khóc *disease có làm sao không ?
Đau thắt lưng lan xuống một bên chân là triệu chứng bệnh gì ?	disease* Đau thắt lưng lan xuống một bên chân *disease là triệu chứng bệnh gì ?
Mạch ở cổ và tim đập mạnh , mắt mờ , ù tai , cơ thể mỏi nhức là dấu hiệu bệnh lý gì ?	disease* Mạch ở cổ *disease và disease* tim đập mạnh *disease , disease* mắt mờ *disease , disease* ù tai *disease , disease* cơ thể mỏi nhức *disease là dấu hiệu bệnh lý gì ?
Trẻ lười ăn , hay nhợn ói có phải dấu hiệu trào ngược dạ dày không ?	Trẻ disease* lười ăn *disease , hay disease* nhợn ói *disease có phải dấu hiệu trào disease* ngược dạ dày *disease không ?
Bệnh tật nhãn cầu nhỏ và mắt chậm phát triển có điều trị được không ?	disease* Bệnh tật nhãn cầu nhỏ *disease và disease* mắt chậm phát triển *disease có điều trị được không ?
Bà bầu 29 tuần nên ăn gì để phát triển trí não cho con ?	Bà bầu 29 tuần nên ăn gì để phát triển trí não cho con ?
Có thể điều trị dứt điểm chàm sữa không ?	Có thể điều trị dứt điểm disease* chàm sữa *disease không ?
Cách xử trí khi trẻ sơ sinh bị tắc lệ đạo	Cách xử trí khi trẻ sơ sinh bị disease* tắc lệ đạo *disease
Điều trị nấm bẹn đề phòng tái phát	Điều trị disease* nấm bẹn *disease đề phòng tái phát
Đặt vòng tránh thai nhưng trễ kinh 10 ngày có nguy cơ mang thai không ?	procedure* Đặt vòng tránh thai *procedure nhưng disease* trễ kinh 10 ngày *disease có nguy cơ disease* mang thai *disease không ?
Phụ nữ trên 35 tuổi mang thai có nên dùng vitamin E quá 400 mg / ngày ?	Phụ nữ trên 35 tuổi disease* mang thai *disease có nên dùng drug* vitamin E *drug quá 400 mg / ngày ?
Trẻ 21 tháng quấy khóc ngày đêm có làm sao không ?	Trẻ 21 tháng disease* quấy khóc *disease ngày đêm có làm sao không ?
Bệnh tay chân miệng có bị lại không ?	Bệnh disease* tay chân miệng *disease có bị lại không ?
Chỉ số đường huyết 289 có phải bị tiểu đường không ?	Chỉ số đường huyết 289 có phải bị disease* tiểu đường *disease không ?
Trẻ bị tiêu chảy nên truyền dịch gì ?	Trẻ bị disease* tiêu chảy *disease nên procedure* truyền dịch *procedure gì ?
Uống thuốc tránh thai khẩn cấp có nguy cơ tái phát sỏi ống mật không ?	Uống drug* thuốc tránh thai *drug khẩn cấp có nguy cơ tái phát disease* sỏi ống mật *disease không ?
Bỏng nước sôi ở trẻ xử lý như thế nào ?	disease* Bỏng nước sôi *disease ở trẻ xử lý như thế nào ?
Bị chảy máu khi đánh răng là bệnh lý gì ?	disease* Bị chảy máu khi đánh răng *disease là bệnh lý gì ?
Điều trị táo bón , són phân ở trẻ 9 tuổi thế nào ?	Điều trị disease* táo bón *disease , disease* són phân *disease ở trẻ 9 tuổi thế nào ?
Ngứa rát phụ khoa , đặt thuốc không khỏi phải làm sao ?	disease* Ngứa rát phụ khoa *disease , procedure* đặt thuốc *procedure không khỏi phải làm sao ?
