Hẹp động_mạch thận phải có tiến_hành hiến thận được không ?	disease* Hẹp động_mạch thận *disease phải có tiến_hành procedure* hiến thận *procedure được không ?
Phải làm_sao khi trẻ sơ_sinh lười tập lẫy ?	Phải làm_sao khi trẻ sơ_sinh disease* lười tập lẫy *disease ?
Lưỡi có đốm trắng kèm lở_loét là bệnh gì ?	disease* Lưỡi có đốm trắng *disease kèm disease* lở_loét *disease là bệnh gì ?
Sau quan_hệ uống 10 viên thuốc tránh thai hàng ngày có nguy_hiểm không ?	Sau quan_hệ uống 10 viên drug* thuốc tránh thai *drug hàng ngày có nguy_hiểm không ?
Nếu tăng độ cận nhanh / cận nặng có những nguy_cơ nào với sức_khoẻ ?	Nếu tăng độ disease* cận *disease nhanh / disease* cận *disease nặng có những nguy_cơ nào với sức_khoẻ ?
Đau bụng_dưới kéo_dài kèm theo nhiệt miệng biểu_hiện bệnh gì ?	disease* Đau bụng_dưới *disease kéo_dài kèm theo disease* nhiệt miệng *disease biểu_hiện bệnh gì ?
Có kinh_nguyệt sớm thì chiều cao còn phát_triển được nhiều không ?	Có disease* kinh_nguyệt sớm *disease thì chiều cao còn phát_triển được nhiều không ?
Trẻ 22 tháng tuổi chậm nói điều_trị như_thế_nào ?	Trẻ 22 tháng tuổi disease* chậm nói *disease điều_trị như_thế_nào ?
Bé bị tiêu_chảy cấp do virus phải điều_trị , chăm_sóc thế_nào ?	Bé bị disease* tiêu_chảy cấp *disease do virus phải điều_trị , chăm_sóc thế_nào ?
Viêm tuỵ tái_phát nhiều lần có phải là viêm tuỵ mạn không ?	disease* Viêm tuỵ *disease tái_phát nhiều lần có phải là disease* viêm tuỵ mạn *disease không ?
Sưng đau tuyến vú ở tuổi dậy_thì	disease* Sưng đau tuyến vú *disease ở tuổi dậy_thì
Người mắc hẹp ống dẫn mật , bị nám da mặt nên điều_trị thế_nào ?	Người mắc disease* hẹp ống dẫn mật *disease , bị disease* nám da mặt *disease nên điều_trị thế_nào ?
Trẻ bị nổi hạch sau mang_tai là bệnh gì ?	Trẻ bị disease* nổi hạch sau mang_tai *disease là bệnh gì ?
Hẹp động_mạch trong sọ và ngoài sọ là bệnh_lý như_thế_nào ?	disease* Hẹp động_mạch trong sọ *disease và ngoài sọ là bệnh_lý như_thế_nào ?
Xuất_hiện tiếng kêu lục_cục khi ăn , nguyên_nhân do đâu ?	Xuất_hiện disease* tiếng kêu lục_cục *disease khi ăn , nguyên_nhân do đâu ?
Bệnh_nhân đột_quỵ nào sẽ được chỉ_định phẫu_thuật ?	Bệnh_nhân disease* đột_quỵ *disease nào sẽ được chỉ_định procedure* phẫu_thuật *procedure ?
Tuổi mãn_kinh có phải mổ u_xơ tử_cung nữa không ?	Tuổi disease* mãn_kinh *disease có phải mổ disease* u_xơ tử_cung *disease nữa không ?
Khả_năng hồi_phục của trẻ bị viêm màng não	Khả_năng hồi_phục của trẻ bị disease* viêm màng não *disease
Trẻ 5 tuổi bị viêm dạ_dày mạn_tính , Hp + có nguy_hiểm đến tính_mạng không ?	Trẻ 5 tuổi bị disease* viêm dạ_dày mạn_tính *disease , Hp + có nguy_hiểm đến tính_mạng không ?
Tuổi 40 muốn mang thai nên lưu_ý những gì ?	Tuổi 40 muốn procedure* mang thai *procedure nên lưu_ý những gì ?
Trẻ 6 tuổi thường chảy_máu mũi lúc ngủ dấu_hiệu bệnh gì ?	Trẻ 6 tuổi thường disease* chảy_máu mũi *disease lúc ngủ dấu_hiệu bệnh gì ?
Trẻ 10,5 tháng chưa mọc răng có sao không ?	Trẻ 10,5 tháng disease* chưa mọc răng *disease có sao không ?
Trẻ mọc hạch dưới cằm có nguy_hiểm không ?	Trẻ mọc disease* hạch dưới cằm *disease có nguy_hiểm không ?
Tác_dụng phụ của thuốc điều_trị vi_khuẩn HP gây viêm xung huyết hang vị dạ_dày	Tác_dụng phụ của drug* thuốc điều_trị vi_khuẩn HP *drug gây disease* viêm xung huyết hang vị dạ_dày *disease
Ngứa cổ_họng sau khi uống thuốc hạ sốt paracetamol phải làm_sao ?	disease* Ngứa cổ_họng *disease sau khi uống drug* thuốc hạ sốt paracetamol *drug phải làm_sao ?
Trễ kinh nhiều ngày kèm đau vùng ngực và lưng có phải là dấu_hiệu mang thai ?	disease* Trễ kinh nhiều ngày kèm đau vùng ngực và lưng *disease có phải là dấu_hiệu disease* mang thai *disease ?
Trẻ sau hạ sốt nổi mẩn khắp người liệu có nguy_hiểm ?	disease* Trẻ sau hạ sốt nổi mẩn khắp người *disease liệu có nguy_hiểm ?
Phương_pháp điều_trị viêm lộ tuyến cổ tử_cung an_toàn nhất	Phương_pháp điều_trị disease* viêm lộ tuyến cổ tử_cung *disease an_toàn nhất
Nhiễm HIV có phẫu_thuật thay khớp háng được không ?	Nhiễm disease* HIV *disease có procedure* phẫu_thuật thay khớp háng *procedure được không ?
Rò túi lệ có nguy_hiểm và cần_thiết phải phẫu_thuật không ?	disease* Rò túi lệ *disease có nguy_hiểm và cần_thiết phải procedure* phẫu_thuật *procedure không ?
Huyết_áp tăng cao gây co_giật có hồi_phục được không ?	disease* Huyết_áp tăng cao *disease gây disease* co_giật *disease có procedure* hồi_phục *procedure được không ?
Vì sao bạn chóng_mặt , hồi_hộp , chân_tay run_rẩy khi đứng trước đám đông ?	Vì sao bạn disease* chóng_mặt *disease , disease* hồi_hộp *disease , disease* chân_tay run_rẩy *disease khi đứng trước đám đông ?
Huyết_áp 137/100 mmHg ở người_lớn là cao hay thấp ?	Huyết_áp 137/100 mmHg ở người_lớn là cao hay thấp ?
Khi nào có_thể cho trẻ sinh non ăn dặm ?	Khi nào có_thể cho trẻ disease* sinh non *disease ăn dặm ?
Cho bé uống Vipteen vào buổi sáng trước khi ăn 20 phút có được không ?	Cho bé uống drug* Vipteen *drug vào buổi sáng trước khi ăn 20 phút có được không ?
Da sạm , khô ngứa sau khi lột da bằng hoá_chất phải làm_sao ?	disease* Da sạm *disease , disease* khô ngứa *disease sau khi lột da bằng hoá_chất phải làm_sao ?
Suy thận giai_đoạn cuối , tràn dịch phổi , suy tim có_thể lọc màng bụng không ?	disease* Suy thận giai_đoạn cuối *disease , disease* tràn dịch phổi *disease , disease* suy tim *disease có_thể procedure* lọc màng bụng *procedure không ?
Vết khâu tầng sinh môn bị đau_nhức sau 5 năm sinh con là do đâu ?	disease* Vết khâu tầng sinh môn bị đau_nhức *disease sau 5 năm sinh con là do đâu ?
Ngứa vùng kín , đau rát khi tiểu_tiện cảnh_báo bệnh gì ?	disease* Ngứa vùng kín *disease , disease* đau rát khi tiểu_tiện *disease cảnh_báo bệnh gì ?
Dị_ứng phấn hoa có_điều trị dứt_điểm được không ?	disease* Dị_ứng phấn hoa *disease có_điều trị dứt_điểm được không ?
Hỏi_đáp : Cơn đau_nhói ngực là dấu_hiệu của bệnh_lý gì ?	Hỏi_đáp : disease* Cơn đau_nhói ngực *disease là dấu_hiệu của bệnh_lý gì ?
Tắc_nghẽn đường tiểu dưới , nguyên_nhân do đâu ?	disease* Tắc_nghẽn đường tiểu dưới *disease , nguyên_nhân do đâu ?
Bé ho , ọc sữa khi đang ngủ và bị sặc có sao không ?	Bé disease* ho *disease , disease* ọc sữa khi đang ngủ *disease và disease* bị sặc *disease có sao không ?
Tiền_sử loét và xuất_huyết dạ_dày có nên dùng thuốc Cataflam không ?	Tiền_sử disease* loét *disease và disease* xuất_huyết dạ_dày *disease có nên dùng drug* thuốc Cataflam *drug không ?
Vắc-xin uốn_ván có hiệu_quả bảo_vệ trong lâu ?	drug* Vắc-xin *drug disease* uốn_ván *disease có hiệu_quả bảo_vệ trong lâu ?
Trẻ 25 ngày tuổi bị áp xe hậu_môn điều_trị thế_nào ?	Trẻ 25 ngày tuổi bị disease* áp xe hậu_môn *disease điều_trị thế_nào ?
Hỏi_đáp : Chụp X-quang có ảnh_hưởng gì đến trẻ nhỏ không ?	Hỏi_đáp : procedure* Chụp X-quang *procedure có ảnh_hưởng gì đến trẻ nhỏ không ?
Tim đập nhanh , tức ngực khi đang uống thuốc trị hen phế_quản có đáng lo ?	disease* Tim đập nhanh *disease , disease* tức ngực *disease khi đang uống thuốc trị disease* hen phế_quản *disease có đáng lo ?
Sốt_xuất_huyết đến ngày thứ 3 mà giảm sốt thì có nên đi khám không ?	disease* Sốt_xuất_huyết *disease đến ngày thứ 3 mà giảm disease* sốt *disease thì có nên đi khám không ?
Mắt cộm và ngứa nhỏ thuốc mắt không đỡ phải làm_sao ?	disease* Mắt cộm và ngứa *disease nhỏ thuốc mắt không đỡ phải làm_sao ?
Tăng liều thuốc_ngủ có nguy_hiểm không ?	Tăng liều drug* thuốc_ngủ *drug có nguy_hiểm không ?
Chụp gan có cần tiêm thuốc cản_quang không ?	procedure* Chụp gan *procedure có cần procedure* tiêm *procedure drug* thuốc cản_quang *drug không ?
Xin bác_sĩ tư_vấn giúp em những phương_pháp điều_trị bệnh vẹo cột_sống khởi_phát sớm ?	Xin bác_sĩ tư_vấn giúp em những phương_pháp điều_trị disease* bệnh vẹo cột_sống *disease khởi_phát sớm ?
Thường_xuyên đau nửa đầu khi thời_tiết thay_đổi nên điều_trị thế_nào ?	Thường_xuyên disease* đau nửa đầu *disease khi thời_tiết thay_đổi nên điều_trị thế_nào ?
Mắc trào ngược dạ_dày , kèm theo buồn_nôn , khó thở khi nằm nguy_hiểm không ?	Mắc disease* trào ngược dạ_dày *disease , kèm theo disease* buồn_nôn *disease , disease* khó thở *disease khi nằm nguy_hiểm không ?
Nam_giới có nên tiêm phòng vắc-xin HPV không ?	Nam_giới có nên procedure* tiêm phòng vắc-xin HPV *procedure không ?
Sau điều_trị viêm tai giữa có hiện_tượng đau_đầu , vì sao ?	Sau điều_trị disease* viêm tai giữa *disease có hiện_tượng disease* đau_đầu *disease , vì sao ?
Thai_nhi 20 tuần bị thận hình móng ngựa , giãn bể thận có cần theo_dõi thêm không ?	Thai_nhi 20 tuần bị disease* thận hình móng ngựa *disease , disease* giãn bể thận *disease có cần theo_dõi thêm không ?
Chóng_mặt , xây_xẩm mặt_mày và đi_đứng loạng_choạng là dấu_hiệu nhồi máu não ?	disease* Chóng_mặt *disease , disease* xây_xẩm mặt_mày *disease và disease* đi_đứng loạng_choạng *disease là dấu_hiệu disease* nhồi máu não *disease ?
Điều_trị rối_loạn tiền_đình tác_động cột_sống như_thế_nào ?	Điều_trị disease* rối_loạn tiền_đình *disease tác_động cột_sống như_thế_nào ?
Điều_trị giảm đau cổ vai gáy như_thế_nào ?	Điều_trị giảm disease* đau cổ vai gáy *disease như_thế_nào ?
Run tay , khó thở , kèm theo rối_loạn kinh_nguyệt là triệu_chứng của bệnh tuyến_giáp ?	disease* Run tay *disease , disease* khó thở *disease , kèm theo disease* rối_loạn kinh_nguyệt *disease là triệu_chứng của disease* bệnh tuyến_giáp *disease ?
Trẻ mọc tóc không đều nguyên_nhân do đâu ?	Trẻ disease* mọc tóc không đều *disease nguyên_nhân do đâu ?
Đi_ngoài rát , có búi da thừa ở hậu_môn là bệnh gì ?	disease* Đi_ngoài rát *disease , có búi da thừa ở hậu_môn là bệnh gì ?
Trẻ 12 ngày tuổi ngủ giấc dài 8 tiếng có là bình_thường ?	Trẻ 12 ngày tuổi ngủ giấc dài 8 tiếng có là bình_thường ?
Tập vật_lý_trị_liệu chữa thoát_vị đĩa_đệm nhưng vẫn đau nhiều , phải làm_sao ?	Tập vật_lý_trị_liệu chữa disease* thoát_vị đĩa_đệm *disease nhưng vẫn disease* đau nhiều *disease , phải làm_sao ?
Tiểu_đường thai kỳ ảnh_hưởng thế_nào đến thai_nhi ?	disease* Tiểu_đường *disease thai kỳ ảnh_hưởng thế_nào đến thai_nhi ?
Trẻ sốt liên_tục 3 ngày có phải do viêm tai giữa không ?	Trẻ sốt liên_tục 3 ngày có phải do disease* viêm tai giữa *disease không ?
Đổ mồ_hôi nhiều có cần phải phẫu_thuật không ?	disease* Đổ mồ_hôi nhiều *disease có cần phải procedure* phẫu_thuật *procedure không ?
Người có tiền_sử viêm khớp đầu_gối thường_xuyên đau mỏi lưng là do đâu ?	Người có tiền_sử disease* viêm khớp đầu_gối *disease thường_xuyên disease* đau mỏi lưng *disease là do đâu ?
Hiện_tượng đau sau lưng lan lên cổ vai và cánh_tay cảnh_báo bệnh gì ?	Hiện_tượng disease* đau sau lưng lan lên cổ vai và cánh_tay *disease cảnh_báo bệnh gì ?
Trẻ bị khớp cắn ngược khi thay răng , phải làm thế_nào ?	Trẻ bị khớp cắn ngược khi procedure* thay răng *procedure , phải làm thế_nào ?
Dùng nhiều rượu_bia , cân nặng không tăng kèm theo bụng hay sôi ục ục có tác_hại tới gan ?	Dùng nhiều rượu_bia , disease* cân nặng không tăng *disease kèm theo disease* bụng hay sôi ục ục *disease có tác_hại tới gan ?
Mang bầu 3 tháng đi_tiểu buốt có sao không ?	Mang bầu 3 tháng disease* đi_tiểu buốt *disease có sao không ?
Chóng_mặt , đổ mồ_hôi sau mỗi lần bị đau là do đâu ?	disease* Chóng_mặt *disease , disease* đổ mồ_hôi *disease sau mỗi lần bị đau là do đâu ?
Bệnh hạ kali máu điều_trị bằng cách nào ?	Bệnh disease* hạ kali máu *disease điều_trị bằng cách nào ?
Bé bị sốt mọc răng liên_tiếp 3 ngày liệu có đang lo ?	Bé bị disease* sốt mọc răng *disease liên_tiếp 3 ngày liệu có đang lo ?
Tay cứng và đau khi làm_việc là dấu_hiệu của bệnh gì ?	disease* Tay cứng và đau khi làm_việc *disease là dấu_hiệu của bệnh gì ?
Mổ tuyến_giáp và uống nước lá diếp_cá có gây yếu sinh_lý không ?	procedure* Mổ *procedure disease* tuyến_giáp *disease và uống nước lá diếp_cá có gây disease* yếu sinh_lý *disease không ?
Trẻ 3 tuổi thường_xuyên tè dầm là do đâu ?	Trẻ 3 tuổi thường_xuyên disease* tè dầm *disease là do đâu ?
Đi_ngoài ra máu , hậu_môn lòi búi thịt là bệnh gì ?	disease* Đi_ngoài ra máu *disease , disease* hậu_môn lòi búi thịt *disease là bệnh gì ?
Đau tức ngực kèm mỏi gáy , buốt đỉnh đầu cảnh_báo bệnh_lý gì ?	disease* Đau tức ngực *disease kèm disease* mỏi gáy *disease , disease* buốt đỉnh đầu *disease cảnh_báo bệnh_lý gì ?
Nên chủ_động sinh mổ lần 2 vào tuần bao_nhiêu ?	Nên chủ_động procedure* sinh mổ *procedure lần 2 vào tuần bao_nhiêu ?
Uống nhầm thuốc tránh thai hàng ngày khả_năng dính bầu có cao không ?	Uống nhầm drug* thuốc tránh thai *drug hàng ngày khả_năng dính bầu có cao không ?
Bé 18 tháng nổi mẩn đỏ sau khi ăn tôm là bị làm_sao ?	Bé 18 tháng disease* nổi mẩn đỏ *disease sau khi ăn tôm là bị làm_sao ?
Đường_huyết buổi sáng ngủ dậy 6.8 , buổi trưa sau ăn 6.5 , buổi tối 6.1 có phải bị tiểu_đường không ?	Đường_huyết buổi sáng ngủ dậy disease* 6.8 *disease , buổi trưa sau ăn 6.5 , buổi tối 6.1 có phải bị disease* tiểu_đường *disease không ?
Trễ kinh sau uống thuốc tránh thai khẩn_cấp liệu có bầu không ?	disease* Trễ kinh *disease sau uống drug* thuốc tránh thai khẩn_cấp *drug liệu có disease* bầu *disease không ?
Trẻ 8 tháng nổi u cứng ở xương cổ_tay có nguy_hiểm không ?	Trẻ 8 tháng disease* nổi u cứng ở xương cổ_tay *disease có nguy_hiểm không ?
Trẻ 5 tháng tuổi có nguy_cơ béo phì , phải làm_sao ?	Trẻ 5 tháng tuổi có nguy_cơ disease* béo phì *disease , phải làm_sao ?
Tăng huyết_áp vô căn và thiếu máu tim cục_bộ nguy_hiểm thế_nào ?	disease* Tăng huyết_áp vô căn *disease và disease* thiếu máu tim cục_bộ *disease nguy_hiểm thế_nào ?
Kinh_nguyệt không đều có phải là dấu_hiệu vô kinh không ?	disease* Kinh_nguyệt không đều *disease có phải là dấu_hiệu disease* vô kinh *disease không ?
Trẻ 21,5 tháng nói được vài tiếng có được xem là chậm nói ?	Trẻ 21,5 tháng nói được vài tiếng có được xem là disease* chậm nói *disease ?
Hỏi_đáp : Trẻ tự kỷ điều_trị ghép tế_bào gốc có cần can_thiệp phục_hồi chức_năng ?	Hỏi_đáp : Trẻ disease* tự kỷ *disease điều_trị procedure* ghép tế_bào gốc *procedure có cần procedure* can_thiệp phục_hồi chức_năng *procedure ?
Tại_sao chưa quan_hệ nhưng vẫn bị ngứa và khô âm_đạo ?	Tại_sao chưa quan_hệ nhưng vẫn bị disease* ngứa *disease và disease* khô âm_đạo *disease ?
Xuất_hiện tổn_thương xơ mờ khi chụp CT lồng_ngực nghĩa_là gì ?	Xuất_hiện disease* tổn_thương xơ mờ *disease khi procedure* chụp CT lồng_ngực *procedure nghĩa_là gì ?
Uống thuốc tránh thai hàng ngày sau quan_hệ tình_dục không an_toàn liệu có tác_dụng không ?	Uống drug* thuốc tránh thai hàng ngày *drug sau quan_hệ tình_dục không an_toàn liệu có tác_dụng không ?
Trẻ mọc răng kèm cục thịt thừa liệu có sao không ?	Trẻ disease* mọc răng kèm cục thịt thừa *disease liệu có sao không ?
Đau_đầu có phải là triệu_chứng sốt nhiễm siêu_vi	disease* Đau_đầu *disease có phải là triệu_chứng disease* sốt nhiễm siêu_vi *disease
Viêm gan B và xơ_hoá gan độ F2 có_thể chữa được không ?	disease* Viêm gan B *disease và disease* xơ_hoá gan độ F2 *disease có_thể chữa được không ?
Bệnh u tuyến_giáp ở phụ_nữ có ảnh_hưởng đến sinh_đẻ không ?	disease* Bệnh u tuyến_giáp *disease ở phụ_nữ có ảnh_hưởng đến sinh_đẻ không ?
Kẹo ngủ chứa Melatonin 5mg có ảnh_hưởng tới tác_dụng của thuốc tránh thai hàng ngày không ?	drug* Kẹo ngủ *drug chứa drug* Melatonin *drug 5mg có ảnh_hưởng tới tác_dụng của drug* thuốc tránh thai *drug hàng ngày không ?
Trẻ 10 tuổi hay làm tổn_thương bản_thân , nói_chuyện 1 mình , la_hét , ghét trêu đùa và cầm dao_kéo có dấu_hiệu của bệnh tự kỷ không ?	Trẻ 10 tuổi hay làm disease* tổn_thương bản_thân *disease , disease* nói_chuyện 1 mình *disease , disease* la_hét *disease , disease* ghét trêu đùa *disease và disease* cầm dao_kéo *disease có dấu_hiệu của disease* bệnh tự kỷ *disease không ?
Trẻ 5 tuổi thiếu canxi , thỉnh_thoảng bị đau_đầu và nôn có nguy_hiểm không ?	Trẻ 5 tuổi disease* thiếu canxi *disease , thỉnh_thoảng bị disease* đau_đầu *disease và disease* nôn *disease có nguy_hiểm không ?
Suy_giảm buồng_trứng liệu có_thể mang thai được không ?	disease* Suy_giảm buồng_trứng *disease liệu có_thể disease* mang thai *disease được không ?
Những điều cần tránh sau thay van tim là gì ?	Những điều cần tránh sau procedure* thay van tim *procedure là gì ?
Nhịp tim thai chậm phải làm_sao ?	disease* Nhịp tim thai chậm *disease phải làm_sao ?
Vì sao tinh_trùng nhìn giống thạch dừa ?	Vì sao disease* tinh_trùng nhìn giống thạch dừa *disease ?
Đã có vắc-xin phòng cúm H5N1 chưa	Đã có vắc-xin phòng disease* cúm H5N1 *disease chưa
Xuất_hiện mảng trắng trong miệng trẻ nhỏ là do đâu ?	Xuất_hiện disease* mảng trắng *disease trong miệng trẻ nhỏ là do đâu ?
Bị viêm dạ_dày tá_tràng và trào ngược dạ_dày nên điều_trị thế_nào ?	Bị disease* viêm dạ_dày tá_tràng *disease và disease* trào ngược dạ_dày *disease nên điều_trị thế_nào ?
Uống thuốc rabeprazole có ảnh_hưởng đến bệnh sỏi túi_mật không ?	Uống drug* thuốc rabeprazole *drug có ảnh_hưởng đến bệnh disease* sỏi túi_mật *disease không ?
Mắt nhìn lệch khi đi xe_máy là bị làm_sao ?	disease* Mắt nhìn lệch *disease khi đi xe_máy là bị làm_sao ?
Bị phổi tắc_nghẽn mãn_tính dùng bình_xịt Evohaler thường_xuyên được không ?	Bị disease* phổi tắc_nghẽn mãn_tính *disease dùng drug* bình_xịt Evohaler *drug thường_xuyên được không ?
Hỏi_đáp : HBeAg âm_tính có khả_năng khỏi bệnh viêm gan B không ?	Hỏi_đáp : disease* HBeAg âm_tính *disease có khả_năng khỏi bệnh disease* viêm gan B *disease không ?
Xin bác_sĩ tư_vấn giúp tôi các phương_pháp điều_trị thoát_vị đĩa_đệm ?	Xin bác_sĩ tư_vấn giúp tôi các phương_pháp điều_trị disease* thoát_vị đĩa_đệm *disease ?
Xuất_hiện mụn nhỏ trên dương_vật là do đâu ?	Xuất_hiện disease* mụn nhỏ *disease trên dương_vật là do đâu ?
Trễ mũi nhắc lại 6 trong 1 có ảnh_hưởng gì không ?	disease* Trễ mũi nhắc lại 6 trong 1 *disease có ảnh_hưởng gì không ?
Ho kéo_dài uống thuốc không khỏi nên làm gì ?	disease* Ho *disease kéo_dài uống thuốc không khỏi nên làm gì ?
Trẻ sơ_sinh bị tim bẩm_sinh còn ống động_mạch điều_trị thế_nào ?	Trẻ sơ_sinh bị disease* tim bẩm_sinh *disease còn ống động_mạch điều_trị thế_nào ?
Điều_trị rối_loạn thần_kinh thực_vật bằng thực_phẩm chức_năng có hiệu_quả không ?	Điều_trị disease* rối_loạn thần_kinh thực_vật *disease bằng thực_phẩm chức_năng có hiệu_quả không ?
Hỏi_đáp : Có cần điều_trị viêm gan B mạn_tính khi HBeAb dương_tính không ?	Hỏi_đáp : Có cần điều_trị disease* viêm gan B *disease mạn_tính khi HBeAb dương_tính không ?
Tức ngực bên trái là triệu_chứng của Basedow ?	disease* Tức ngực bên trái *disease là triệu_chứng của disease* Basedow *disease ?
Trẻ đi_tiểu có váng dầu là triệu_chứng bệnh gì ?	Trẻ disease* đi_tiểu có váng dầu *disease là triệu_chứng bệnh gì ?
Trẻ chiếu đèn trị vàng da khi thay bỉm không tắt đèn có ảnh_hưởng bộ_phận sinh_dục không ?	Trẻ chiếu đèn trị disease* vàng da *disease khi thay bỉm không tắt đèn có ảnh_hưởng bộ_phận sinh_dục không ?
Làm thế_nào để điều_trị đau thần_kinh liên sườn hiệu_quả ?	Làm thế_nào để điều_trị disease* đau thần_kinh liên sườn *disease hiệu_quả ?
Trẻ 14 tháng đòi ăn cơm hạt thì có nên cho ăn_không ?	Trẻ 14 tháng đòi ăn cơm hạt thì có nên cho ăn_không ?
Bị viêm gan B mạn_tính có tập_thể hình được không ?	Bị disease* viêm gan B mạn_tính *disease có tập_thể hình được không ?
Vợ bị viêm gan B làm thế_nào để chồng không bị lây_nhiễm ?	Vợ bị disease* viêm gan B *disease làm thế_nào để chồng không bị lây_nhiễm ?
Sau va_đập phần đầu sưng , đau có nguy_hiểm không ?	Sau va_đập phần disease* đầu sưng , đau *disease có nguy_hiểm không ?
Đau_nhức đầu , hoảng_sợ vô_cớ có phải là triệu_chứng của rối_loạn lo_âu ?	disease* Đau_nhức đầu *disease , disease* hoảng_sợ vô_cớ *disease có phải là triệu_chứng của disease* rối_loạn lo_âu *disease ?
Thai_nhi đạp ở vị_trí bụng_dưới có sao không ?	disease* Thai_nhi đạp ở vị_trí bụng_dưới *disease có sao không ?
Làm thế_nào để phát_triển chiều cao cho trẻ tuổi dậy_thì ?	Làm thế_nào để phát_triển chiều cao cho trẻ tuổi dậy_thì ?
Mắc thuỷ_đậu sau 12 ngày có khả_năng lây_nhiễm không ?	Mắc disease* thuỷ_đậu *disease sau 12 ngày có khả_năng lây_nhiễm không ?
Thưa bác_sĩ , ghép mô tạng là gì , các mô và tạng nào có_thể ghép được ạ ?	Thưa bác_sĩ , procedure* ghép mô tạng *procedure là gì , các mô và tạng nào có_thể ghép được ạ ?
Phụ_nữ mang thai dùng thuốc Cetrizin có được không ?	Phụ_nữ disease* mang thai *disease dùng thuốc drug* Cetrizin *drug có được không ?
Thuốc Valiera có làm dày niêm_mạc tử_cung không ?	drug* Thuốc Valiera *drug có làm disease* dày niêm_mạc tử_cung *disease không ?
Đau tinh_hoàn trái , buồn_nôn sau khi ăn là dấu_hiệu của bệnh_lý gì ?	disease* Đau tinh_hoàn trái *disease , disease* buồn_nôn *disease sau khi ăn là dấu_hiệu của bệnh_lý gì ?
Trẻ hay bị ngứa hậu_môn vào ban_đêm là dấu_hiệu bệnh gì ?	Trẻ hay bị disease* ngứa hậu_môn *disease vào ban_đêm là dấu_hiệu bệnh gì ?
Bệnh giãn tĩnh_mạch thừng tinh nhẹ có chữa được không ?	Bệnh disease* giãn tĩnh_mạch *disease thừng tinh nhẹ có chữa được không ?
Nhức sống_mũi là dấu_hiệu bệnh gì ?	disease* Nhức *disease sống_mũi là dấu_hiệu bệnh gì ?
Cử_động miệng khó_khăn , môi dưới tê và sưng sau khi phẫu_thuật miệng có nguy_hiểm không ?	disease* Cử_động miệng khó_khăn *disease , disease* môi dưới tê và sưng *disease sau khi procedure* phẫu_thuật *procedure miệng có nguy_hiểm không ?
Hỏi_đáp : Nổi hạch ở cổ sưng to là biểu_hiện của bệnh gì ?	Hỏi_đáp : disease* Nổi hạch ở cổ sưng to *disease là biểu_hiện của bệnh gì ?
Đau nửa đầu bên phải , giật giật từng cơn sau khi uống thuốc viêm xoang có sao không ?	disease* Đau nửa đầu *disease bên phải , disease* giật giật từng cơn *disease sau khi uống thuốc disease* viêm xoang *disease có sao không ?
Trẻ uống kháng_sinh điều_trị viêm họng thanh_quản loại nặng 2 ngày không khỏi có nên đi khám ?	Trẻ uống drug* kháng_sinh *drug điều_trị disease* viêm họng thanh_quản *disease loại nặng 2 ngày không khỏi có nên đi khám ?
Virus viêm gan B có lây_truyền từ mẹ sang con không ?	disease* Virus viêm gan B *disease có lây_truyền từ mẹ sang con không ?
Thai_nhi 18 tuần xuất_hiện bọc nước vùng gáy đầu , phải làm thế_nào ?	Thai_nhi 18 tuần xuất_hiện disease* bọc nước vùng gáy đầu *disease , phải làm thế_nào ?
Người mắc bệnh tiểu_đường bị đục thuỷ_tinh_thể khi nào mổ được ?	Người mắc bệnh disease* tiểu_đường *disease bị disease* đục thuỷ_tinh_thể *disease khi nào mổ được ?
Chảy_máu vết mổ , tiểu ra máu sau mổ nội_soi lấy sỏi niệu_quản có đáng lo ?	disease* Chảy_máu vết mổ *disease , disease* tiểu ra máu *disease sau procedure* mổ nội_soi lấy sỏi niệu_quản *procedure có đáng lo ?
Bác_sỹ điều_trị bệnh phình động_mạch não chưa vỡ bằng phương_pháp nào ạ ?	Bác_sỹ điều_trị bệnh disease* phình động_mạch não *disease chưa vỡ bằng phương_pháp nào ạ ?
Chỉ_số tim ngực của thai_nhi 0.58 có sao không ?	Chỉ_số tim ngực của thai_nhi 0.58 có sao không ?
Trẻ sốt , ăn kém , chướng bụng phình to cảnh_báo điều gì ?	Trẻ disease* sốt *disease , disease* ăn kém *disease , disease* chướng bụng phình to *disease cảnh_báo điều gì ?
Gãy xương_đòn phải điều_trị bao_lâu thì lành ?	disease* Gãy xương_đòn *disease phải điều_trị bao_lâu thì lành ?
Sau phẫu_thuật tim bị rụng tóc là bệnh gì ?	Sau procedure* phẫu_thuật *procedure tim bị rụng tóc là bệnh gì ?
Dị_dạng mạch_máu não đã xạ gamma 3 tháng có mang thai được không ?	disease* Dị_dạng mạch_máu não *disease đã procedure* xạ gamma *procedure 3 tháng có disease* mang thai *disease được không ?
Bé gần 6 tháng khi bế thấy đầu nghiêng 1 bên là do đâu ?	Bé gần 6 tháng khi bế thấy disease* đầu nghiêng 1 bên *disease là do đâu ?
Hỏi_đáp : Nguyên_nhân gây bệnh cao huyết_áp ở người trẻ do đâu ?	Hỏi_đáp : Nguyên_nhân gây bệnh disease* cao huyết_áp ở *disease người trẻ do đâu ?
